Date,Season,Rainfall (mm),Festival,Festival_Impact,Avg Temp (°C),Fuel Price (₹/L),Supply (Tonnes),Govt Policy,Disease Outbreak,Base_Price (₹/kg),Tomato_Price (₹/kg)
2019-01-16,Winter,19.849190271183918,,1.0,30.978278500422046,70.24657534246575,78,0,0,47.5989338454048,41.68328144185725
2019-01-17,Winter,15.064736922025258,,1.0,25.536807345703387,70.26301369863013,66,0,0,47.23061065940327,37.908888239028215
2019-01-18,Winter,16.068858696236802,,1.0,32.059676960319635,70.27945205479452,139,0,0,34.704085399011085,59.82367635528301
2019-01-19,Winter,19.079670032553686,,1.0,27.707094084838996,70.2958904109589,97,0,0,52.15885137877062,41.2531922500745
2019-01-20,Winter,1.9932549942072564,,1.0,22.157624103109725,70.31232876712329,181,0,0,33.031793854443265,41.20791970783964
2019-01-21,Winter,2.305847087922639,,1.0,31.697929787014573,70.32876712328768,183,0,0,47.20388467791892,46.750423850020994
2019-01-22,Winter,12.757765468851067,,1.0,32.479600639434736,70.34520547945205,126,0,0,58.18646406962844,56.795840487629945
2019-01-23,Winter,14.979997127512664,,1.0,36.33397426208647,70.36164383561643,97,0,0,36.78178275075053,34.150361214082
2019-01-24,Winter,3.3212411604763137,,1.0,40.55766104122,70.37808219178082,143,0,0,42.00185723451739,58.734429617100616
2019-01-25,Winter,6.454855470233653,,1.0,34.812884845865916,70.3945205479452,171,0,0,54.95262657945479,42.14388017849357
2019-01-26,Winter,8.056921004407268,,1.0,32.58383028778891,70.41095890410959,84,0,0,35.02052116475683,48.25503373886994
2019-01-27,Winter,11.667096444017204,,1.0,28.674202500913378,70.42739726027398,184,0,0,57.042129075992776,54.499374608112674
2019-01-28,Winter,17.131384907804385,,1.0,34.02383338747936,70.44383561643835,185,0,0,40.66283643789568,48.382054464237875
2019-01-29,Winter,11.73235002096291,,1.0,25.941922288653956,70.46027397260274,171,0,0,39.87692114944062,59.64523000244889
2019-01-30,Winter,14.946704269297122,,1.0,29.48548091650062,70.47671232876712,115,0,0,52.86139570375394,47.91222365821002
2019-01-31,Winter,7.033687574914513,,1.0,28.508169501719124,70.4931506849315,54,0,0,54.52016188799661,36.90402757553632
2019-02-01,Winter,0.8467843790420226,,1.0,32.64542221849177,70.5095890410959,73,0,0,33.45528112765475,33.95858020775552
2019-02-02,Winter,2.7494330447616266,,1.0,25.854178353273422,70.52602739726028,128,0,0,49.62893220671319,33.502864353491944
2019-02-03,Winter,1.1159771625111214,,1.0,28.775185136705666,70.54246575342465,189,0,0,43.00582439361557,54.473994200006615
2019-02-04,Winter,5.0022927237712445,,1.0,24.82021386142076,70.55890410958904,102,1,0,53.73631155387904,58.512379108930354
2019-02-05,Winter,4.428324648601524,,1.0,29.69548659319846,70.57534246575342,156,0,0,44.231650818724816,45.04588054463606
2019-02-06,Winter,12.979979022951078,,1.0,30.12422800037779,70.59178082191781,123,0,0,37.83818607328161,50.08977913851584
2019-02-07,Winter,5.332431140981216,,1.0,33.26556405146854,70.6082191780822,159,0,0,56.42569374186411,52.25752167440314
2019-02-08,Winter,9.707594636371137,,1.0,26.49530458255504,70.62465753424658,87,0,0,52.592114423123206,33.70480767166162
2019-02-09,Winter,16.558033031032195,,1.0,24.734665700283735,70.64109589041095,109,0,0,57.42388567278754,37.18789996650837
2019-02-10,Winter,10.491230950548465,,1.0,27.951101115963436,70.65753424657534,75,0,0,39.63782257892473,50.18733722321173
2019-02-11,Winter,14.975484997145411,,1.0,39.188124215584594,70.67397260273972,87,0,0,34.901066404545865,56.241973078054194
2019-02-12,Winter,7.2596434826298655,,1.0,31.831006287665836,70.69041095890411,132,0,0,44.82743486798926,36.99474228038754
2019-02-13,Winter,7.770237192784235,,1.0,39.53866626340482,70.7068493150685,126,0,0,45.77893678392515,39.37465533046956
2019-02-14,Winter,4.120410218426485,,1.0,30.775008170716834,70.72328767123288,145,0,0,54.87657408651303,45.7019597126708
2019-02-15,Winter,17.09278630273604,,1.0,35.617968674510706,70.73972602739725,175,0,0,40.46430317047793,54.23095005549038
2019-02-16,Winter,12.870269930297917,,1.0,34.174396893377086,70.75616438356164,182,0,0,30.90803712214531,57.70043846113313
2019-02-17,Winter,12.631827520236477,,1.0,27.59155361770583,70.77260273972603,186,0,0,38.07873044188402,36.710542518143896
2019-02-18,Winter,5.3391807601147505,,1.0,37.17969695456219,70.78904109589041,74,0,0,40.68850708494067,36.5303780663032
2019-02-19,Winter,17.498432337636252,,1.0,20.66117322380853,70.8054794520548,99,0,0,50.368429630369775,53.95911226142144
2019-02-20,Winter,5.742468119118522,,1.0,28.309254383213464,70.82191780821918,138,0,0,42.1399142179471,43.2267422971843
2019-02-21,Winter,12.298405738834015,,1.0,19.63153862162486,70.83835616438355,58,0,0,35.2132098380362,33.360083709408904
2019-02-22,Winter,11.439600557655865,,1.0,19.072631773283696,70.85479452054794,131,0,0,48.89448915213282,52.35261339676494
2019-02-23,Winter,4.069321272830592,,1.0,21.80441404886595,70.87123287671233,54,0,0,30.664999128994044,54.622570516780684
2019-02-24,Winter,6.22852743897778,,1.0,31.49040300859151,70.88767123287671,142,0,0,33.486646114522046,51.713491829955636
2019-02-25,Winter,12.83619679869194,,1.0,25.93309543984113,70.9041095890411,154,0,0,51.069982372765864,51.866242317733324
2019-02-26,Winter,1.755299827211112,,1.0,33.21227155404755,70.92054794520548,149,0,0,30.322160274038897,30.310257259250438
2019-02-27,Winter,1.8381036303389808,,1.0,22.153445882471054,70.93698630136986,121,0,0,43.36089422319767,34.7582192471263
2019-02-28,Winter,2.8129944894600367,,1.0,36.40426621904811,70.95342465753424,157,0,0,30.678095358871815,52.97730136036733
2019-03-01,Summer,8.31619048256714,,1.0,26.90613464494283,70.96986301369863,118,0,0,42.09818319184093,34.2857297776988
2019-03-02,Summer,10.226472641702646,,1.0,36.099563682627384,70.98630136986301,192,0,0,45.21252612971429,37.32770325791968
2019-03-03,Summer,1.2647145492115541,,1.0,26.776102604928273,71.0027397260274,141,0,0,37.157576238106095,35.66947426462881
2019-03-04,Summer,4.261319058884608,,1.0,28.419111916075735,71.01917808219179,175,0,0,38.546587148113986,31.695155679341543
2019-03-05,Summer,8.728998630094676,,1.0,28.313473090780082,71.03561643835616,96,0,0,30.65433607384187,36.34115904702188
2019-03-06,Summer,4.803404260767429,,1.0,30.090085167505308,71.05205479452054,110,0,0,47.55112379448991,51.39203922530187
2019-03-07,Summer,4.7698982715013045,,1.0,33.849371951597085,71.06849315068493,122,0,0,50.40427409591083,27.316259503605572
2019-03-08,Summer,9.564172302791674,,1.0,28.481483841750958,71.08493150684932,188,1,0,55.03441110572946,46.0993847246666
2019-03-09,Summer,4.119163729081487,,1.0,30.974679164852464,71.1013698630137,92,0,0,38.35032894112378,32.161974275622526
2019-03-10,Summer,3.2717082818065335,,1.0,25.277269866859967,71.11780821917809,99,0,0,53.13001625649562,27.19495441918128
2019-03-11,Summer,7.769683781734624,,1.0,22.01725225913932,71.13424657534246,188,0,0,58.016473779564166,35.23401564752223
2019-03-12,Summer,12.092334802289582,,1.0,24.44680897636753,71.15068493150685,90,0,0,45.64094304053741,33.78655981674022
2019-03-13,Summer,8.581659258925846,,1.0,17.18238229965708,71.16712328767123,70,0,0,38.13586732065808,36.97965283667782
2019-03-14,Summer,13.61026446772245,,1.0,33.98009138020388,71.18356164383562,50,0,0,51.84746488995695,51.51705704189075
2019-03-15,Summer,16.50161475144926,,1.0,20.317401217219384,71.2,77,0,0,58.16442986246581,38.23495157257989
2019-03-16,Summer,17.4049387216229,,1.0,31.206331257431877,71.21643835616439,166,1,0,48.04290528954267,49.775593027187846
2019-03-17,Summer,10.882217695828043,,1.0,24.46812021043966,71.23287671232876,68,1,0,55.21555003366421,30.287148298507216
2019-03-18,Summer,18.366286548879287,,1.0,28.98412338006279,71.24931506849315,106,0,0,49.425537834692236,27.071875351830855
2019-03-19,Summer,1.3074483673965354,,1.0,26.949695407927667,71.26575342465753,185,0,0,39.15684040021658,46.15199945079337
2019-03-20,Summer,13.416323353566504,,1.0,25.294693992960973,71.28219178082192,174,0,0,44.28302429596959,44.48084357721084
2019-03-21,Summer,12.839153553102932,,1.0,31.657593850561675,71.2986301369863,144,1,0,38.55474798368183,44.619342699686236
2019-03-22,Summer,9.494635354784656,,1.0,32.3327089501688,71.31506849315069,71,0,0,43.36914950233298,42.57847858241388
2019-03-23,Summer,15.505997194211202,,1.0,21.408661571908826,71.33150684931506,160,0,0,44.40193295870981,45.536399827357755
2019-03-24,Summer,14.079405443282052,,1.0,31.457199286380536,71.34794520547945,188,1,0,43.34331571536313,50.12411782756016
2019-03-25,Summer,3.1424739536713564,,1.0,27.848426549207318,71.36438356164383,80,0,1,38.086253276915066,44.33067565434736
2019-03-26,Summer,17.48126809412385,,1.0,27.183913666932902,71.38082191780822,155,0,0,59.377952139486155,34.507171332491545
2019-03-27,Summer,0.5520476703537103,,1.0,31.413527009308503,71.3972602739726,110,0,0,54.41077162072995,34.75332115235022
2019-03-28,Summer,7.549220120625176,,1.0,27.53704371309323,71.41369863013699,177,0,0,35.710289619912885,27.33004281361524
2019-03-29,Summer,18.621154364922234,,1.0,25.86991554629903,71.43013698630136,75,0,0,48.071093882188265,30.054813729392922
2019-03-30,Summer,6.589743436046573,,1.0,29.42173637290045,71.44657534246575,158,1,0,50.63760301041867,48.05355614248552
2019-03-31,Summer,2.862814412531811,,1.0,27.56876329363167,71.46301369863014,120,0,0,40.334481150565495,40.31557048999183
2019-04-01,Summer,17.598207942431262,,1.0,30.02813505339122,71.47945205479452,155,0,0,38.89338097578751,41.137934755599396
2019-04-02,Summer,14.79085731819369,,1.0,20.77221656096414,71.4958904109589,182,0,0,47.042486992296176,42.250010280457666
2019-04-03,Summer,11.04033219827401,,1.0,36.43945794633116,71.5123287671233,160,0,0,49.9884733616919,36.51015788292359
2019-04-04,Summer,14.412408762455659,,1.0,31.855749352430273,71.52876712328766,145,0,0,49.63628291900075,32.991649962090875
2019-04-05,Summer,11.816973776920321,,1.0,24.08146580068022,71.54520547945205,118,0,0,44.54439659297722,29.12265090788234
2019-04-06,Summer,9.89674613117036,,1.0,23.662365209487483,71.56164383561644,113,0,0,37.91276212523652,37.05055241435057
2019-04-07,Summer,14.166658723567476,,1.0,18.133379980175793,71.57808219178082,74,0,0,33.09452041106303,31.286717860227963
2019-04-08,Summer,10.920630239677022,,1.0,22.86378519282255,71.59452054794521,71,0,0,39.91100150175883,50.45047349611076
2019-04-09,Summer,13.860129364779457,,1.0,24.06079015086042,71.6109589041096,180,0,0,50.32454585422738,50.26527449256513
2019-04-10,Summer,18.431930354279913,,1.0,34.112531433073926,71.62739726027397,97,0,0,45.76898415074793,27.818904812084497
2019-04-11,Summer,7.634703293588824,,1.0,31.57859129423776,71.64383561643835,184,0,0,46.87314079456411,43.29669061798935
2019-04-12,Summer,13.029839901312158,,1.0,29.470374600094,71.66027397260274,125,0,0,59.374960578778854,30.46770464266889
2019-04-13,Summer,15.398544270750008,,1.0,30.218558654838482,71.67671232876712,108,0,0,48.49208585554412,53.53214967587068
2019-04-14,Summer,2.3696129571368574,Tamil New Year,1.2,20.2614819827018,71.69315068493151,114,0,0,39.35075967172833,67.32333214263258
2019-04-15,Summer,18.58285096145306,,1.0,29.031702215092064,71.7095890410959,58,1,0,41.17932739399397,28.604075147136587
2019-04-16,Summer,2.8422159650709333,,1.0,31.286777595655032,71.72602739726027,118,0,0,52.45351464306751,36.1241911966024
2019-04-17,Summer,1.659362680500096,,1.0,25.514739780398063,71.74246575342465,80,0,0,53.78773059853194,29.805887152385118
2019-04-18,Summer,3.8682107466558935,,1.0,20.461553941968504,71.75890410958904,163,0,0,36.65054974308936,29.187089645107555
2019-04-19,Summer,12.476878016649152,,1.0,29.047546246626066,71.77534246575343,60,0,0,38.84619253000094,33.964236036213876
2019-04-20,Summer,6.942389415919655,,1.0,28.390136728407768,71.79178082191781,104,0,0,42.28938748091896,50.292943381305754
2019-04-21,Summer,2.811247437795732,,1.0,25.755710097262103,71.8082191780822,128,0,0,49.95731706128975,50.19150652030287
2019-04-22,Summer,1.6325846774633934,,1.0,32.009111518644936,71.82465753424657,64,0,0,32.679187030803234,30.178243249712423
2019-04-23,Summer,8.514651037771536,,1.0,31.157197312017406,71.84109589041095,162,0,0,33.75852345596754,36.654951091919685
2019-04-24,Summer,6.715791959126167,,1.0,27.475855999962594,71.85753424657534,51,0,0,45.245870366125715,41.80516579109881
2019-04-25,Summer,13.26742107385879,,1.0,35.26196739687541,71.87397260273973,95,0,0,31.795976467293606,33.527687868075574
2019-04-26,Summer,15.691530001566568,,1.0,35.25451334297756,71.89041095890411,135,0,0,50.62636926302366,32.6186149799775
2019-04-27,Summer,13.598015294125549,,1.0,38.52125143035656,71.9068493150685,176,0,0,59.19847035737675,40.014524402140275
2019-04-28,Summer,19.429409979127282,,1.0,32.44499249115294,71.92328767123287,74,0,0,32.14357440932456,46.72778732363542
2019-04-29,Summer,18.933007427306368,,1.0,29.325619614201074,71.93972602739726,81,1,0,57.45550681083449,32.74168670985575
2019-04-30,Summer,1.5761299636630688,,1.0,31.22038941071008,71.95616438356164,155,0,0,59.762616685571786,37.91456203751767
2019-05-01,Summer,14.316188555758409,,1.0,30.33121190053102,71.97260273972603,186,0,0,46.90270921222479,29.919858949629415
2019-05-02,Summer,15.952921503467044,,1.0,21.71199023356995,71.98904109589041,122,0,0,33.02434167162448,49.91971576742032
2019-05-03,Summer,10.74402618658647,,1.0,25.286009802910304,72.0054794520548,59,0,0,33.78643930272478,37.79714614705416
2019-05-04,Summer,11.68057582140696,,1.0,28.244747170887777,72.02191780821917,97,0,0,32.83294620123357,53.69503614086634
2019-05-05,Summer,16.494327392715824,,1.0,15.578790455630939,72.03835616438356,147,0,0,56.6065936646651,53.892948865472384
2019-05-06,Summer,2.540911613085244,,1.0,36.565747609746424,72.05479452054794,60,0,0,47.787800243488434,38.67379386335177
2019-05-07,Summer,7.509236673920762,,1.0,23.054690165820872,72.07123287671233,177,0,0,38.37285730402824,29.38250449715597
2019-05-08,Summer,19.471647327564952,,1.0,25.351983672924085,72.08767123287672,113,1,0,54.44954381547974,51.90787988758235
2019-05-09,Summer,15.445889873839109,,1.0,24.972548667419794,72.1041095890411,61,0,0,43.81608637819295,39.98912194341307
2019-05-10,Summer,2.494109111408014,,1.0,29.92242372046178,72.12054794520547,178,0,0,56.345587436516475,52.12487901449702
2019-05-11,Summer,5.494187577798155,,1.0,24.362122946657866,72.13698630136986,159,0,0,40.121080326051754,29.422608897491912
2019-05-12,Summer,19.656791017064773,,1.0,29.994469629708014,72.15342465753425,168,0,0,40.289329354404174,42.182194362676874
2019-05-13,Summer,7.027784630114486,,1.0,22.951335829931587,72.16986301369863,77,0,0,58.93852341691415,48.62299530745473
2019-05-14,Summer,18.420092817896954,,1.0,32.15869385243368,72.18630136986302,95,0,0,55.143329646640346,47.977451221603374
2019-05-15,Summer,4.132752514472142,,1.0,20.88254459871394,72.2027397260274,145,0,0,30.3744087650771,47.9923478706723
2019-05-16,Summer,19.275808976456005,,1.0,28.46911199528686,72.21917808219177,102,0,0,53.47852987217516,31.363047750348688
2019-05-17,Summer,12.605098288029433,,1.0,30.263901572826644,72.23561643835616,111,0,0,32.42673902042478,36.739978354750924
2019-05-18,Summer,19.958120269438375,,1.0,30.798030833015037,72.25205479452055,186,0,0,35.30001180514878,53.01023756052298
2019-05-19,Summer,16.888588088666317,,1.0,34.99747001879701,72.26849315068493,139,0,0,37.54921289351239,50.610597170017094
2019-05-20,Summer,4.818642681564427,,1.0,25.014196980966922,72.28493150684932,115,0,0,54.915761512202664,39.34298838044869
2019-05-21,Summer,13.417245113307706,,1.0,28.23897182620271,72.3013698630137,69,0,0,45.701790687939294,46.97923623981718
2019-05-22,Summer,18.63210275595838,,1.0,27.708537412429,72.31780821917808,163,0,0,49.21719222980745,52.67485555775536
2019-05-23,Summer,0.873734118912326,,1.0,35.16100315997592,72.33424657534246,182,0,0,57.84578912234339,43.68313370762536
2019-05-24,Summer,13.599300780823311,,1.0,37.078114142090755,72.35068493150685,128,0,0,33.456142838886265,42.92237833573325
2019-05-25,Summer,14.852969886414504,,1.0,23.523050674473808,72.36712328767123,54,0,0,40.424420800965905,53.694669453896644
2019-05-26,Summer,9.735364661178824,,1.0,23.062226127702118,72.38356164383562,174,1,0,52.048754140194006,33.50960586632468
2019-05-27,Summer,12.26684216565632,,1.0,29.473597055108502,72.4,161,0,0,56.0743679035189,53.19156277766801
2019-05-28,Summer,9.755235869515479,,1.0,22.100444249835192,72.41643835616438,119,0,0,55.02878484549875,34.170274498307364
2019-05-29,Summer,9.603136981839462,,1.0,25.793112915157906,72.43287671232876,88,0,0,50.51530825893267,33.82984923038324
2019-05-30,Summer,19.428045760244093,,1.0,24.429953035293796,72.44931506849315,58,0,0,39.4093543622934,39.898727244800305
2019-05-31,Summer,14.072629889747914,,1.0,31.697456147296126,72.46575342465754,66,0,0,51.06312956012525,30.20512439333886
2019-06-01,Summer,16.158073570710048,,1.0,15.71722664053733,72.48219178082192,132,0,0,38.966181164507475,31.18622587378673
2019-06-02,Summer,7.050257985717179,,1.0,26.03342355119338,72.4986301369863,166,0,0,55.93880581752632,44.48328660508339
2019-06-03,Summer,10.923845723583907,,1.0,29.353271949280284,72.51506849315068,178,0,0,44.77812046020374,47.42281783562149
2019-06-04,Summer,7.784811243327951,,1.0,28.10085790854953,72.53150684931506,117,0,0,47.17776590284842,32.1996496915296
2019-06-05,Summer,13.261618065986445,,1.0,31.766017038403643,72.54794520547945,190,0,0,54.50533284688282,28.982081677250015
2019-06-06,Summer,8.871432180916072,,1.0,30.17317275674937,72.56438356164384,57,0,0,45.49040560985657,45.62023625889191
2019-06-07,Summer,19.319011325254166,,1.0,33.45078040387225,72.58082191780822,107,1,0,47.52982728543991,32.18459517547126
2019-06-08,Summer,18.576771158919037,,1.0,26.737883045658847,72.59726027397261,87,0,0,38.17885733429037,27.84608959043717
2019-06-09,Summer,15.325726736036923,,1.0,32.802467294048355,72.61369863013698,139,0,0,46.70322373801059,44.35702731389904
2019-06-10,Summer,6.441964197909131,,1.0,35.30655299594008,72.63013698630137,193,0,1,49.92095256610284,47.7413727075894
2019-06-11,Summer,5.473918380637723,,1.0,29.741092116604847,72.64657534246575,118,0,0,57.736435306617224,49.29398878841264
2019-06-12,Summer,11.275533063508282,,1.0,23.73153126090927,72.66301369863014,199,0,0,54.74005834452408,31.003874380992574
2019-06-13,Summer,4.511818260558775,,1.0,18.485137481778604,72.67945205479452,56,1,0,53.18406763492246,46.21598147328802
2019-06-14,Summer,14.834755454562726,,1.0,26.97897771671207,72.69589041095891,104,0,0,58.89275741723199,33.31193974392254
2019-06-15,Summer,0.22177422758232757,,1.0,36.4994792649706,72.71232876712328,169,0,0,39.67798979550656,36.45738143464137
2019-06-16,Summer,11.676700264625344,,1.0,29.254063755705538,72.72876712328767,77,0,0,58.8684748420482,35.72620915781944
2019-06-17,Summer,17.502288222595297,,1.0,30.402051945873477,72.74520547945205,106,0,0,38.576990175330515,52.9840963304501
2019-06-18,Summer,2.546692431519364,,1.0,26.87273353287312,72.76164383561644,177,0,0,55.385368346501444,37.5246360311338
2019-06-19,Summer,15.715826386117897,,1.0,29.483271231758916,72.77808219178083,135,0,0,47.50197294372313,34.55403770080589
2019-06-20,Summer,9.569250451663407,,1.0,29.93720287650216,72.79452054794521,72,0,0,49.358273751790364,39.41533145869425
2019-06-21,Summer,13.351198365493634,,1.0,25.932129527095427,72.81095890410958,86,1,0,38.08153669139831,50.605792885288636
2019-06-22,Summer,17.01871655754558,,1.0,26.003190026327623,72.82739726027397,107,0,0,55.11437597700506,37.758497486075754
2019-06-23,Summer,15.959462588349435,,1.0,25.415997606089807,72.84383561643835,183,0,0,54.54528634222931,34.15436131275015
2019-06-24,Summer,4.652973202794111,,1.0,30.39669923499356,72.86027397260274,52,0,0,31.474390444069364,41.27391189173412
2019-06-25,Summer,13.433206228094123,,1.0,34.940560040212425,72.87671232876713,72,0,0,54.09904162084038,35.34412855302131
2019-06-26,Summer,2.698105127933017,,1.0,26.922953909404335,72.89315068493151,163,0,0,31.1754300122813,29.4721052506928
2019-06-27,Summer,14.571331736745424,,1.0,31.24453427964719,72.90958904109588,51,0,0,39.30201966311207,31.30715258379184
2019-06-28,Summer,4.749895415208931,,1.0,30.68338537642712,72.92602739726027,160,0,0,46.771482981197394,48.15366107516629
2019-06-29,Summer,9.136865578533664,,1.0,25.681058715721353,72.94246575342466,143,0,0,40.709865020083896,27.607456226441936
2019-06-30,Summer,19.18254126573821,,1.0,26.750484656788693,72.95890410958904,111,0,0,40.63267391074568,50.700586346231034
2019-07-01,Winter,7.539694371957499,,1.0,31.71600944087423,72.97534246575343,61,0,0,46.681212166552584,48.66042346426986
2019-07-02,Winter,17.830084537398218,,1.0,29.938471625841952,72.99178082191781,146,0,0,50.56341740673458,39.44688787176084
2019-07-03,Winter,14.603886772265795,,1.0,32.267539263907146,73.00821917808219,115,0,0,39.21791365541815,42.69098528375526
2019-07-04,Winter,8.567451284406417,,1.0,30.228434564552586,73.02465753424657,144,0,0,38.98453594764095,54.016232861624566
2019-07-05,Winter,7.4365090813618195,,1.0,31.980873229672767,73.04109589041096,184,0,0,42.42209112186629,35.647691437038425
2019-07-06,Winter,17.23038634747477,,1.0,30.731118693197235,73.05753424657534,123,0,0,52.28779959910307,58.52178515201511
2019-07-07,Winter,4.277437220223961,,1.0,33.0582617330729,73.07397260273973,197,1,0,43.28066501976889,43.596797306040976
2019-07-08,Winter,1.6671311906223485,,1.0,30.19481178054225,73.09041095890412,52,0,0,50.88086038193231,39.91344134008109
2019-07-09,Winter,13.547975029121373,,1.0,37.705130696280534,73.10684931506849,70,0,0,49.85891113004928,53.89058235419639
2019-07-10,Winter,11.277215535695245,,1.0,37.03335966909557,73.12328767123287,99,0,0,52.725146111301804,41.33665849266933
2019-07-11,Winter,12.726127661900929,,1.0,31.928695800098968,73.13972602739726,101,0,0,57.43848569741522,41.681340246452784
2019-07-12,Winter,8.103660433017922,,1.0,20.466945428526685,73.15616438356165,125,0,0,47.68559991027277,51.505535880545295
2019-07-13,Winter,6.58728166827456,,1.0,36.77908264845471,73.17260273972603,103,1,0,51.974083248005,46.35371774963193
2019-07-14,Winter,11.150848074028472,,1.0,23.266745616731715,73.18904109589042,51,0,0,47.04594386374901,45.35476344312844
2019-07-15,Winter,8.61949631576202,,1.0,33.53426027968164,73.20547945205479,118,0,0,54.447132230473684,51.927508171336584
2019-07-16,Winter,7.332401801357291,,1.0,21.742979258126923,73.22191780821917,139,0,0,33.66897535217608,33.060810746042606
2019-07-17,Winter,14.820605321481375,,1.0,30.980544738162973,73.23835616438356,59,0,0,59.213718643303864,44.79523238390549
2019-07-18,Winter,0.13012433437153748,,1.0,21.03102550699514,73.25479452054795,79,0,0,53.898911940603206,43.158354421227195
2019-07-19,Winter,17.10963489834465,,1.0,28.759930620768895,73.27123287671233,85,0,0,37.14277796011741,37.19640411724381
2019-07-20,Winter,2.209677903841001,,1.0,30.158305432439477,73.28767123287672,54,0,0,33.338493903016555,34.25065811598055
2019-07-21,Winter,16.59848131069638,,1.0,25.08300361860457,73.30410958904109,82,0,0,30.44349729398111,37.78439841453703
2019-07-22,Winter,18.50173630990775,,1.0,25.523592140579257,73.32054794520548,157,0,0,45.04655800015196,33.14698891037133
2019-07-23,Winter,2.783738244246956,,1.0,35.90786199670394,73.33698630136986,108,0,0,49.481613751057736,51.628389691577105
2019-07-24,Winter,1.6791028235134786,,1.0,22.698770114607044,73.35342465753425,149,1,0,44.940524982446455,54.115008984539955
2019-07-25,Winter,3.2963222973749784,,1.0,18.001960205343526,73.36986301369863,96,0,0,41.740019667355824,50.35815372737308
2019-07-26,Winter,5.152002374759716,,1.0,25.739461467035614,73.38630136986302,121,0,0,31.591808062188967,50.55400957467363
2019-07-27,Winter,14.323996533227817,,1.0,30.820184519149752,73.40273972602739,88,0,0,59.92197931600459,35.84111858785075
2019-07-28,Winter,15.252907590784133,,1.0,32.51575935612087,73.41917808219178,57,0,0,39.980826689175736,55.95586480983063
2019-07-29,Winter,7.261857483715057,,1.0,24.122470588230602,73.43561643835616,159,0,1,33.82677384231696,35.37950886035422
2019-07-30,Winter,3.839197251460169,,1.0,28.11073183380551,73.45205479452055,186,0,0,30.382518933100876,55.11475225489763
2019-07-31,Winter,11.516216608256872,,1.0,24.333594861796637,73.46849315068494,85,0,0,35.49175662655251,32.31852667147924
2019-08-01,Winter,8.165816377943152,,1.0,26.18964456551616,73.48493150684932,161,0,0,46.94548490523812,43.014149856477786
2019-08-02,Winter,14.238334993363061,,1.0,33.087593267063795,73.5013698630137,169,0,0,56.862845321400464,46.26591632748281
2019-08-03,Winter,8.847988736482312,,1.0,33.297684586350414,73.51780821917808,105,0,0,48.118851017005326,53.100731443176834
2019-08-04,Winter,1.8041271130171288,,1.0,32.4857230416074,73.53424657534246,67,0,0,49.094117164994714,30.716197124218738
2019-08-05,Winter,0.01608115087194939,,1.0,33.02522654762821,73.55068493150685,129,0,0,48.791737855197816,43.2929914577614
2019-08-06,Winter,1.9165926269347633,,1.0,35.102365424026516,73.56712328767124,150,0,0,48.767306018742985,33.5580583479703
2019-08-07,Winter,2.34195015869475,,1.0,34.855390742904824,73.58356164383562,150,0,0,47.22033760775116,32.74700818840987
2019-08-08,Winter,19.44588470543344,,1.0,36.64073753303144,73.6,116,0,0,52.98213520440076,32.2950062164448
2019-08-09,Winter,3.011005241637641,,1.0,23.766236626392637,73.61643835616438,106,0,0,58.299057036047884,55.90486558987301
2019-08-10,Winter,11.75316236386317,,1.0,37.35583606782621,73.63287671232877,115,0,0,46.79121215509291,39.46102967149159
